split,case_type,id,html_url,agent,repo_id,repo_language,feature_task_type,gate_score,score_threshold,score_margin_to_threshold,accepted,high_workload,outcome_downstream_workload_raw,feature_changed_files,feature_additions,feature_deletions,feature_churn,feature_initial_detail_changed_files,feature_initial_detail_churn,feature_initial_detail_test_files,outcome_review_count,outcome_human_review_count,outcome_request_changes_count,outcome_inline_review_comment_count,outcome_issue_comment_count,outcome_followup_commit_count,outcome_followup_detail_changed_files,outcome_followup_detail_churn,outcome_followup_detail_test_files,outcome_related_issue_count,case_summary
temporal,conservative_abstain_low_workload,3275505167,https://github.com/Ljzd-PRO/KToolBox/pull/293,Copilot,715152522,Python,feat,0.7692438462105325,0.7691995051295595,4.4341080973064884e-05,False,False,6.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,5.0,322.0,1.0,1.0,Copilot / Python: 1 initial files; 3 follow-up commits; 3 issue comments; 1 related issues
temporal,conservative_abstain_low_workload,3241888761,https://github.com/Azure/azure-rest-api-specs/pull/36020,Copilot,39093389,TypeSpec,docs,0.7700393571571347,0.7691995051295595,0.0008398520275751942,False,False,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,66.0,0.0,1.0,Copilot / TypeSpec: 1 initial files; 1 follow-up commits; 2 issue comments; 1 related issues
temporal,conservative_abstain_low_workload,3265205374,https://github.com/QL-Win/QuickLook/pull/1723,Copilot,88064357,C#,fix,0.7701162968163174,0.7691995051295595,0.0009167916867579562,False,False,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,14.0,0.0,1.0,Copilot / C#: 1 initial files; 2 follow-up commits; 1 related issues
temporal,conservative_abstain_low_workload,3235055290,https://github.com/Voxelum/minecraft-launcher-core-node/pull/322,Copilot,94502729,TypeScript,fix,0.7702657257853629,0.7691995051295595,0.0010662206558034182,False,False,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,24.0,0.0,1.0,Copilot / TypeScript: 1 initial files; 2 follow-up commits; 1 related issues
temporal,conservative_abstain_low_workload,3263094679,https://github.com/crewAIInc/crewAI/pull/3221,Devin,710601088,Python,fix,0.7703634498256313,0.7691995051295595,0.0011639446960718391,False,False,3.0,2.0,152.0,19.0,171.0,2.0,171.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,1.0,0.0,Devin / Python: 2 initial files; 171 initial churn; 1 initial test-like files; 1 follow-up commits; 2 issue comments
temporal,conservative_abstain_low_workload,3273390106,https://github.com/microsoft/genaiscript/pull/1802,Copilot,679784368,TypeScript,fix,0.7708902736789544,0.7691995051295595,0.001690768549394872,False,False,6.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,2.0,1.0,16.0,0.0,1.0,Copilot / TypeScript: 1 initial files; 2 follow-up commits; 3 issue comments; 1 related issues
temporal,false_accept_high_workload,3231652557,https://github.com/justtrackio/gosoline/pull/1268,Copilot,184717139,Go,feat,0.6913167344004356,0.7691995051295595,-0.07788277072912386,True,True,115.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,30.0,6.0,6.0,59.0,7.0,13.0,22.0,2167.0,8.0,1.0,Copilot / Go: 1 initial files; 13 follow-up commits; 7 issue comments; 59 inline review comments; 1 related issues
temporal,false_accept_high_workload,3255802721,https://github.com/nikolaydubina/go-instrument/pull/53,Copilot,562162320,Go,fix,0.6354797629763125,0.7691995051295595,-0.133719742153247,True,True,100.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,15.0,4.0,3.0,39.0,14.0,29.0,13.0,1960.0,9.0,1.0,Copilot / Go: 1 initial files; 29 follow-up commits; 14 issue comments; 39 inline review comments; 1 related issues
temporal,false_accept_high_workload,3236247779,https://github.com/dotnet/docs/pull/47428,Copilot,35890081,,docs,0.7484611677916686,0.7691995051295595,-0.020738337337890878,True,True,97.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,30.0,4.0,1.0,53.0,5.0,8.0,4.0,435.0,0.0,1.0,Copilot: 1 initial files; 8 follow-up commits; 5 issue comments; 53 inline review comments; 1 related issues
temporal,false_accept_high_workload,3240395646,https://github.com/openai/codex/pull/1601,OpenAI_Codex,965415649,Rust,refactor,0.45529271828738055,0.7691995051295595,-0.31390678684217893,True,True,89.0,8.0,108.0,49.0,157.0,8.0,157.0,3.0,21.0,21.0,2.0,37.0,0.0,29.0,34.0,2353.0,5.0,0.0,OpenAI_Codex / Rust: 8 initial files; 157 initial churn; 3 initial test-like files; 29 follow-up commits; 37 inline review comments
temporal,false_accept_high_workload,3241695455,https://github.com/onflow/flow-go/pull/7601,Devin,297778512,Go,fix,0.5961105801999055,0.7691995051295595,-0.173088924929654,True,True,76.0,4.0,40.0,44.0,84.0,4.0,84.0,0.0,10.0,10.0,0.0,34.0,3.0,29.0,18.0,769.0,8.0,0.0,Devin / Go: 4 initial files; 84 initial churn; 29 follow-up commits; 3 issue comments; 34 inline review comments
temporal,false_accept_high_workload,3254714553,https://github.com/microsoft/typespec/pull/7984,Copilot,381857226,Java,build,0.6850672738795881,0.7691995051295595,-0.08413223124997138,True,True,71.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,22.0,13.0,0.0,22.0,9.0,18.0,291.0,31119.0,149.0,1.0,Copilot / Java: 1 initial files; 18 follow-up commits; 9 issue comments; 22 inline review comments; 1 related issues
temporal,safe_accept_low_workload,3235545447,https://github.com/mochilang/mochi/pull/8859,OpenAI_Codex,985853139,Go,test,8.779278534036452e-05,0.7691995051295595,-0.7691117123442192,True,False,0.0,300.0,10780.0,0.0,10780.0,300.0,10780.0,298.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OpenAI_Codex / Go: 300 initial files; 10780 initial churn; 298 initial test-like files
temporal,safe_accept_low_workload,3235316006,https://github.com/mochilang/mochi/pull/8839,OpenAI_Codex,985853139,Go,test,0.00010579195340348624,0.7691995051295595,-0.769093713176156,True,False,0.0,300.0,15142.0,0.0,15142.0,300.0,15142.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OpenAI_Codex / Go: 300 initial files; 15142 initial churn; 300 initial test-like files
temporal,safe_accept_low_workload,3235213202,https://github.com/mochilang/mochi/pull/8825,OpenAI_Codex,985853139,Go,test,0.00012974260204098916,0.7691995051295595,-0.7690697625275185,True,False,0.0,300.0,13250.0,0.0,13250.0,300.0,13250.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OpenAI_Codex / Go: 300 initial files; 13250 initial churn; 300 initial test-like files
temporal,safe_accept_low_workload,3235318830,https://github.com/mochilang/mochi/pull/8840,OpenAI_Codex,985853139,Go,test,0.00013349611643691587,0.7691995051295595,-0.7690660090131226,True,False,0.0,300.0,15145.0,0.0,15145.0,300.0,15145.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OpenAI_Codex / Go: 300 initial files; 15145 initial churn; 300 initial test-like files
temporal,safe_accept_low_workload,3235208405,https://github.com/mochilang/mochi/pull/8821,OpenAI_Codex,985853139,Go,test,0.00016086593566695567,0.7691995051295595,-0.7690386391938925,True,False,0.0,300.0,26412.0,0.0,26412.0,300.0,26412.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OpenAI_Codex / Go: 300 initial files; 26412 initial churn; 300 initial test-like files
temporal,safe_accept_low_workload,3235698784,https://github.com/mochilang/mochi/pull/8886,OpenAI_Codex,985853139,Go,feat,0.00018201721045002785,0.7691995051295595,-0.7690174879191094,True,False,0.0,300.0,23044.0,9.0,23053.0,300.0,23053.0,298.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OpenAI_Codex / Go: 300 initial files; 23053 initial churn; 298 initial test-like files
temporal,useful_abstain_high_workload,3250024089,https://github.com/tphakala/birdnet-go/pull/981,Claude_Code,707764474,Go,feat,0.9682610471158227,0.7691995051295595,0.19906154198626325,False,True,199.0,203.0,47072.0,21.0,47093.0,203.0,47093.0,51.0,8.0,0.0,0.0,159.0,3.0,29.0,237.0,153483.0,52.0,0.0,Claude_Code / Go: 203 initial files; 47093 initial churn; 51 initial test-like files; 29 follow-up commits; 3 issue comments
temporal,useful_abstain_high_workload,3250546916,https://github.com/microsoft/Olive/pull/1996,Copilot,201991558,Python,feat,0.8925761765038,0.7691995051295595,0.12337667137424047,False,True,129.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,23.0,5.0,0.0,67.0,10.0,29.0,5.0,3344.0,2.0,1.0,Copilot / Python: 1 initial files; 29 follow-up commits; 10 issue comments; 67 inline review comments; 1 related issues
temporal,useful_abstain_high_workload,3262413935,https://github.com/microsoft/testfx/pull/6163,Copilot,65080725,C#,feat,0.8840999730562376,0.7691995051295595,0.11490046792667807,False,True,117.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,11.0,0.0,48.0,17.0,22.0,122.0,8587.0,48.0,2.0,Copilot / C#: 22 follow-up commits; 17 issue comments; 48 inline review comments; 2 related issues
temporal,useful_abstain_high_workload,3235347485,https://github.com/NewFuture/DDNS/pull/528,Copilot,60844169,Python,refactor,0.802100745724605,0.7691995051295595,0.03290124059504551,False,True,99.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,30.0,7.0,1.0,49.0,6.0,13.0,5.0,761.0,2.0,1.0,Copilot / Python: 1 initial files; 13 follow-up commits; 6 issue comments; 49 inline review comments; 1 related issues
temporal,useful_abstain_high_workload,3273233066,https://github.com/tphakala/birdnet-go/pull/1037,Claude_Code,707764474,Go,feat,0.7871895992490286,0.7691995051295595,0.01799009411946917,False,True,96.0,5.0,288.0,23.0,311.0,5.0,311.0,0.0,5.0,0.0,0.0,60.0,2.0,29.0,33.0,8042.0,10.0,0.0,Claude_Code / Go: 5 initial files; 311 initial churn; 29 follow-up commits; 2 issue comments; 60 inline review comments
temporal,useful_abstain_high_workload,3235179464,https://github.com/microsoft/testfx/pull/6060,Copilot,65080725,C#,perf,0.8342504338589116,0.7691995051295595,0.06505092872935214,False,True,95.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,30.0,4.0,0.0,55.0,1.0,9.0,77.0,2154.0,39.0,1.0,Copilot / C#: 1 initial files; 9 follow-up commits; 1 issue comments; 55 inline review comments; 1 related issues
