id,repo_id,number,html_url,agent,created_at,closed_at,merged_at,feature_title_chars,feature_body_chars,feature_title_mentions_test,feature_body_mentions_test,feature_body_mentions_fix,feature_changed_files,feature_additions,feature_deletions,feature_initial_commit_count,feature_initial_review_comment_count_api,feature_initial_issue_comment_count_api,feature_churn,feature_repo_stars,repo_language,feature_task_type,feature_task_type_confidence,feature_initial_detail_changed_files,feature_initial_detail_additions,feature_initial_detail_deletions,feature_initial_detail_churn,feature_initial_detail_added_files,feature_initial_detail_modified_files,feature_initial_detail_removed_files,feature_initial_detail_test_files,outcome_commit_detail_changed_files,outcome_commit_detail_additions,outcome_commit_detail_deletions,outcome_commit_detail_churn,outcome_followup_detail_changed_files,outcome_followup_detail_additions,outcome_followup_detail_deletions,outcome_followup_detail_churn,outcome_followup_detail_test_files,outcome_review_count,outcome_request_changes_count,outcome_human_review_count,outcome_inline_review_comment_count,outcome_issue_comment_count,outcome_commit_count,outcome_followup_commit_count,outcome_commit_detail_rows,outcome_timeline_event_count,outcome_related_issue_count,outcome_merged,outcome_resolution_hours,outcome_downstream_workload_raw,outcome_downstream_workload_log,split,gate_score,accepted,high_workload,prediction_workload,prediction_target,q_merge_rate,q_closed_30d_rate,c_initial_burden,xi_workload,v_violation_rate,quality_loss,z_c_initial_burden,z_xi_workload,z_v_violation_rate,z_quality_loss,l_proxy
3231756516,66466789,290,https://github.com/python-cachier/cachier/pull/290,OpenAI_Codex,2025-07-15 10:40:49+00:00,2025-07-15 20:35:11+00:00,2025-07-15 20:35:11+00:00,50.0,486.0,0.0,1.0,1.0,10.0,190.0,27.0,0.0,0.0,0.0,217.0,608.0,Python,feat,9.0,10.0,190.0,27.0,217.0,1.0,9.0,0.0,1.0,11.0,220.0,41.0,261.0,5.0,30.0,14.0,44.0,2.0,1.0,0.0,1.0,0.0,1.0,5.0,4.0,16.0,14.0,0.0,1.0,9.90611111111111,6.0,1.9459101490553132,temporal,0.2314469949897747,True,False,6.0,1.9459101490553132,1.0,1.0,6.930016289468247,6.0,0.0,0.0,1.1333500654706241,0.08932705557332413,-0.3338200387364729,-0.656038135042146,0.23281894726532926
3231764619,50623416,2904,https://github.com/parse-community/parse-dashboard/pull/2904,OpenAI_Codex,2025-07-15 10:43:52+00:00,2025-07-15 13:35:29+00:00,2025-07-15 13:35:29+00:00,59.0,797.0,0.0,1.0,1.0,1.0,40.0,9.0,0.0,0.0,0.0,49.0,3773.0,JavaScript,feat,10.0,1.0,40.0,9.0,49.0,0.0,1.0,0.0,0.0,2.0,92.0,65.0,157.0,2.0,52.0,56.0,108.0,0.0,3.0,2.0,0.0,3.0,6.0,6.0,5.0,7.0,30.0,0.0,1.0,2.8602777777777777,19.0,2.995732273553991,temporal,0.5071065434264579,True,True,19.0,2.995732273553991,1.0,1.0,4.258596595708118,19.0,1.0,0.0,0.04291293402263662,1.294338688494273,2.995626037864757,-0.656038135042146,3.6768395253395205
3231782692,941289933,772,https://github.com/antiwork/helper/pull/772,Devin,2025-07-15 10:50:41+00:00,2025-07-15 11:31:06+00:00,2025-07-15 11:31:06+00:00,61.0,2315.0,0.0,1.0,0.0,1.0,3.0,3.0,0.0,0.0,0.0,6.0,537.0,TypeScript,style,9.0,1.0,3.0,3.0,6.0,0.0,1.0,0.0,0.0,1.0,3.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,1.0,12.0,0.0,1.0,0.6736111111111112,6.0,1.9459101490553132,temporal,0.5944282330465465,True,False,6.0,1.9459101490553132,1.0,1.0,2.2924837393352857,6.0,0.0,0.0,-0.7596275534245248,0.08932705557332413,-0.3338200387364729,-0.656038135042146,-1.6601586716298198
3231788654,54298946,35374,https://github.com/camunda/camunda/pull/35374,Copilot,2025-07-15 10:52:40+00:00,2025-07-24 03:32:34+00:00,2025-07-24 03:32:34+00:00,72.0,7474.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3746.0,Java,feat,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,1352.0,1069.0,2421.0,41.0,1352.0,1069.0,2421.0,6.0,19.0,3.0,16.0,34.0,5.0,14.0,13.0,106.0,30.0,1.0,1.0,208.665,74.0,4.31748811353631,temporal,0.9088364063854646,False,True,74.0,4.31748811353631,1.0,1.0,0.0,74.0,1.0,0.0,-1.695388189782395,6.3924648277752105,2.995626037864757,-0.656038135042146,7.036664540815425
3231800094,922805069,3371,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/3371,OpenAI_Codex,2025-07-15 10:56:50+00:00,2025-07-15 10:57:05+00:00,2025-07-15 10:57:05+00:00,41.0,492.0,0.0,1.0,0.0,4.0,77.0,4.0,0.0,0.0,0.0,81.0,251.0,Python,feat,9.0,4.0,77.0,4.0,81.0,1.0,3.0,0.0,0.0,4.0,77.0,4.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,4.0,0.0,1.0,0.0041666666666666,0.0,0.0,temporal,0.183389558878764,True,False,0.0,0.0,1.0,1.0,5.211438203481303,0.0,0.0,0.0,0.4318498996111575,-0.4668321596209599,-0.3338200387364729,-0.656038135042146,-1.0248404337884214
3231802866,234231371,3585,https://github.com/gofiber/fiber/pull/3585,OpenAI_Codex,2025-07-15 10:57:48+00:00,2025-07-15 11:02:39+00:00,2025-07-15 11:02:39+00:00,29.0,342.0,0.0,1.0,0.0,2.0,29.0,0.0,0.0,0.0,0.0,29.0,37269.0,Go,docs,9.0,2.0,29.0,0.0,29.0,2.0,0.0,0.0,0.0,2.0,29.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,2.0,1.0,0.0,2.0,18.0,0.0,1.0,0.0808333333333333,10.0,2.3978952727983707,temporal,0.0717872388858882,True,True,10.0,2.3978952727983707,1.0,1.0,3.9505035259962105,10.0,0.0,0.0,-0.0828464604822328,0.46009986570284683,-0.3338200387364729,-0.656038135042146,-0.6126047685580049
3231858876,159556794,1124,https://github.com/go-vikunja/vikunja/pull/1124,OpenAI_Codex,2025-07-15 11:16:26+00:00,2025-07-15 21:15:09+00:00,2025-07-15 21:15:09+00:00,78.0,141.0,0.0,0.0,0.0,4.0,8.0,13.0,0.0,0.0,0.0,21.0,2080.0,Go,fix,10.0,4.0,8.0,13.0,21.0,0.0,4.0,0.0,0.0,5.0,55.0,37.0,92.0,5.0,47.0,24.0,71.0,0.0,1.0,0.0,1.0,1.0,0.0,3.0,2.0,12.0,12.0,0.0,1.0,9.97861111111111,4.0,1.6094379124341005,temporal,0.1509021651966287,True,False,4.0,1.6094379124341005,1.0,1.0,3.8957614095753663,4.0,0.0,0.0,-0.10519144676004115,-0.09605934949143723,-0.3338200387364729,-0.656038135042146,-1.1911089700300974
3231903154,402201126,30,https://github.com/wieslawsoltes/NXUI/pull/30,OpenAI_Codex,2025-07-15 11:30:24+00:00,2025-07-15 15:20:47+00:00,2025-07-15 15:20:46+00:00,36.0,333.0,0.0,1.0,0.0,2.0,105.0,2.0,0.0,0.0,0.0,107.0,207.0,C#,feat,9.0,2.0,105.0,2.0,107.0,0.0,2.0,0.0,0.0,3.0,133.0,19.0,152.0,3.0,28.0,17.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,7.0,0.0,1.0,3.839722222222222,1.0,0.6931471805599453,temporal,0.2575926383095608,True,False,1.0,0.6931471805599453,1.0,1.0,5.2314373714582745,1.0,0.0,0.0,0.4400132875696627,-0.37413895708857925,-0.3338200387364729,-0.656038135042146,-0.9239838432975356
3231931598,511141524,4376,https://github.com/valkey-io/valkey-glide/pull/4376,Copilot,2025-07-15 11:40:09+00:00,2025-07-15 16:49:36+00:00,2025-07-15 16:49:36+00:00,80.0,3090.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,538.0,Java,fix,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,42.0,27.0,69.0,2.0,42.0,27.0,69.0,1.0,1.0,0.0,1.0,0.0,6.0,6.0,5.0,6.0,30.0,1.0,1.0,5.1575,12.0,2.5649493574615367,temporal,0.6991827593398884,True,True,12.0,2.5649493574615367,1.0,1.0,0.34657359027997264,12.0,0.0,0.0,-1.553921570926789,0.6454862707676082,-0.3338200387364729,-0.656038135042146,-1.8982934739378
3231932292,663396489,941,https://github.com/bionic-gpt/bionic-gpt/pull/941,OpenAI_Codex,2025-07-15 11:40:25+00:00,2025-07-15 12:00:50+00:00,2025-07-15 12:00:50+00:00,30.0,327.0,0.0,1.0,0.0,1.0,30.0,0.0,0.0,0.0,0.0,30.0,2222.0,Rust,fix,10.0,1.0,30.0,0.0,30.0,1.0,0.0,0.0,0.0,1.0,30.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,6.0,0.0,1.0,0.3402777777777778,1.0,0.6931471805599453,temporal,0.2094475927376887,True,False,1.0,0.6931471805599453,1.0,1.0,3.780560794765119,1.0,0.0,0.0,-0.15221476857209118,-0.37413895708857925,-0.3338200387364729,-0.656038135042146,-1.5162118994392895
3231933790,511141524,4377,https://github.com/valkey-io/valkey-glide/pull/4377,Copilot,2025-07-15 11:41:03+00:00,2025-07-22 10:18:04+00:00,2025-07-22 10:18:04+00:00,59.0,2940.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,538.0,Java,fix,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153.0,6922.0,613.0,7535.0,152.0,6922.0,613.0,7535.0,42.0,11.0,0.0,6.0,10.0,6.0,14.0,13.0,177.0,30.0,1.0,1.0,166.61694444444444,40.0,3.713572066704308,temporal,0.6656685697675777,True,True,40.0,3.713572066704308,1.0,1.0,0.34657359027997264,40.0,0.0,0.0,-1.553921570926789,3.240895941674267,-0.3338200387364729,-0.656038135042146,0.6971161969688591
3231934199,511141524,4378,https://github.com/valkey-io/valkey-glide/pull/4378,Copilot,2025-07-15 11:41:12+00:00,2025-07-21 10:32:37+00:00,,61.0,2694.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,538.0,Java,fix,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0,4673.0,463.0,5136.0,107.0,4673.0,463.0,5136.0,34.0,0.0,0.0,0.0,0.0,3.0,7.0,6.0,117.0,30.0,1.0,0.0,142.85694444444445,9.0,2.302585092994046,temporal,0.6280085970886702,True,True,9.0,2.302585092994046,0.0,1.0,0.34657359027997264,9.0,0.0,1.0,-1.553921570926789,0.36740666317046616,-0.3338200387364729,1.5243016321539857,0.0039666856611899615
3231934716,511141524,4379,https://github.com/valkey-io/valkey-glide/pull/4379,Copilot,2025-07-15 11:41:24+00:00,2025-07-21 08:05:06+00:00,,84.0,2558.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,538.0,Java,fix,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,4532.0,388.0,4920.0,98.0,4532.0,388.0,4920.0,26.0,0.0,0.0,0.0,0.0,2.0,5.0,4.0,107.0,21.0,1.0,0.0,140.395,6.0,1.9459101490553132,temporal,0.6786945545318842,True,False,6.0,1.9459101490553132,0.0,1.0,0.34657359027997264,6.0,0.0,1.0,-1.553921570926789,0.08932705557332413,-0.3338200387364729,1.5243016321539857,-0.27411292193595216
3231935037,511141524,4380,https://github.com/valkey-io/valkey-glide/pull/4380,Copilot,2025-07-15 11:41:32+00:00,2025-07-22 14:50:18+00:00,2025-07-22 14:50:18+00:00,88.0,3820.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,538.0,Java,fix,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154.0,7126.0,696.0,7822.0,153.0,7126.0,696.0,7822.0,43.0,1.0,0.0,1.0,0.0,6.0,9.0,8.0,173.0,30.0,1.0,1.0,171.1461111111111,15.0,2.772588722239781,temporal,0.7412600068843616,True,True,15.0,2.772588722239781,1.0,1.0,0.34657359027997264,15.0,0.0,0.0,-1.553921570926789,0.9235658783647501,-0.3338200387364729,-0.656038135042146,-1.620213866340658
3231935491,511141524,4381,https://github.com/valkey-io/valkey-glide/pull/4381,Copilot,2025-07-15 11:41:44+00:00,2025-07-19 07:38:15+00:00,2025-07-19 07:38:15+00:00,51.0,2647.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,538.0,Java,fix,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,2590.0,39.0,2629.0,38.0,2590.0,39.0,2629.0,10.0,1.0,0.0,1.0,0.0,5.0,6.0,5.0,40.0,30.0,1.0,1.0,91.94194444444445,11.0,2.4849066497880004,temporal,0.6403926634374162,True,True,11.0,2.4849066497880004,1.0,1.0,0.34657359027997264,11.0,0.0,0.0,-1.553921570926789,0.5527930682352276,-0.3338200387364729,-0.656038135042146,-1.9909866764701805
3231935854,511141524,4382,https://github.com/valkey-io/valkey-glide/pull/4382,Copilot,2025-07-15 11:41:53+00:00,2025-07-15 13:59:56+00:00,,76.0,2712.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,538.0,Java,fix,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,133.0,56.0,189.0,7.0,133.0,56.0,189.0,6.0,0.0,0.0,0.0,0.0,2.0,4.0,3.0,13.0,17.0,1.0,0.0,2.3008333333333333,5.0,1.791759469228055,temporal,0.6761093143662191,True,False,5.0,1.791759469228055,0.0,1.0,0.34657359027997264,5.0,0.0,1.0,-1.553921570926789,-0.0033661469590565477,-0.3338200387364729,1.5243016321539857,-0.3668061244683327
3231936090,511141524,4383,https://github.com/valkey-io/valkey-glide/pull/4383,Copilot,2025-07-15 11:41:58+00:00,2025-07-16 10:51:01+00:00,,98.0,4366.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,538.0,Java,fix,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,4.0,12.0,1.0,8.0,4.0,12.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,3.0,21.0,1.0,0.0,23.150833333333335,5.0,1.791759469228055,temporal,0.752223671229335,True,False,5.0,1.791759469228055,0.0,1.0,0.34657359027997264,5.0,0.0,1.0,-1.553921570926789,-0.0033661469590565477,-0.3338200387364729,1.5243016321539857,-0.3668061244683327
3231937207,511141524,4384,https://github.com/valkey-io/valkey-glide/pull/4384,Copilot,2025-07-15 11:42:23+00:00,2025-07-21 08:35:38+00:00,2025-07-21 08:35:38+00:00,73.0,8472.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,538.0,Java,fix,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,4693.0,462.0,5155.0,106.0,4693.0,462.0,5155.0,33.0,1.0,0.0,1.0,0.0,9.0,8.0,7.0,117.0,30.0,1.0,1.0,140.8875,17.0,2.8903717578961645,temporal,0.8678977497278507,False,True,17.0,2.8903717578961645,1.0,1.0,0.34657359027997264,17.0,0.0,0.0,-1.553921570926789,1.1089522834295116,-0.3338200387364729,-0.656038135042146,-1.4348274612758964
3231937509,511141524,4385,https://github.com/valkey-io/valkey-glide/pull/4385,Copilot,2025-07-15 11:42:30+00:00,2025-07-15 13:46:45+00:00,,73.0,3706.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,538.0,Java,fix,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,32.0,19.0,51.0,3.0,32.0,19.0,51.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,6.0,11.0,1.0,0.0,2.0708333333333333,2.0,1.0986122886681098,temporal,0.6939894588903894,True,False,2.0,1.0986122886681098,0.0,1.0,0.34657359027997264,2.0,0.0,1.0,-1.553921570926789,-0.2814457545561986,-0.3338200387364729,1.5243016321539857,-0.6448857320654751
3231937964,511141524,4386,https://github.com/valkey-io/valkey-glide/pull/4386,Copilot,2025-07-15 11:42:41+00:00,2025-07-21 07:53:16+00:00,2025-07-21 07:53:15+00:00,70.0,2546.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,538.0,Java,fix,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.0,4512.0,364.0,4876.0,105.0,4512.0,364.0,4876.0,32.0,1.0,0.0,1.0,0.0,2.0,5.0,4.0,114.0,26.0,1.0,1.0,140.17638888888888,7.0,2.0794415416798357,temporal,0.6602148363712632,True,True,7.0,2.0794415416798357,1.0,1.0,0.34657359027997264,7.0,0.0,0.0,-1.553921570926789,0.18202025810570482,-0.3338200387364729,-0.656038135042146,-2.361759486599703
3231939415,941289933,773,https://github.com/antiwork/helper/pull/773,Devin,2025-07-15 11:43:13+00:00,2025-07-17 01:14:19+00:00,2025-07-17 01:14:19+00:00,56.0,4330.0,0.0,1.0,1.0,2.0,89.0,1.0,0.0,0.0,0.0,90.0,537.0,TypeScript,feat,9.0,2.0,89.0,1.0,90.0,1.0,1.0,0.0,0.0,7.0,511.0,95.0,606.0,7.0,422.0,94.0,516.0,1.0,6.0,0.0,1.0,3.0,6.0,5.0,4.0,13.0,30.0,0.0,1.0,37.51833333333333,19.0,2.995732273553991,temporal,0.8503603040087284,False,True,19.0,2.995732273553991,1.0,1.0,5.060165650850904,19.0,0.0,0.0,0.37010250411863993,1.294338688494273,-0.3338200387364729,-0.656038135042146,0.6745830188342938
3231939914,511141524,4387,https://github.com/valkey-io/valkey-glide/pull/4387,Copilot,2025-07-15 11:43:18+00:00,2025-07-16 17:12:50+00:00,,75.0,2521.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,538.0,Java,fix,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,2612.0,49.0,2661.0,38.0,2612.0,49.0,2661.0,11.0,0.0,0.0,0.0,0.0,3.0,4.0,3.0,39.0,30.0,1.0,0.0,29.49222222222222,6.0,1.9459101490553132,temporal,0.5955060908188583,True,False,6.0,1.9459101490553132,0.0,1.0,0.34657359027997264,6.0,0.0,1.0,-1.553921570926789,0.08932705557332413,-0.3338200387364729,1.5243016321539857,-0.27411292193595216
