id,repo_id,number,html_url,agent,created_at,closed_at,merged_at,feature_title_chars,feature_body_chars,feature_title_mentions_test,feature_body_mentions_test,feature_body_mentions_fix,feature_changed_files,feature_additions,feature_deletions,feature_initial_commit_count,feature_initial_review_comment_count_api,feature_initial_issue_comment_count_api,feature_churn,feature_repo_stars,repo_language,feature_task_type,feature_task_type_confidence,feature_initial_detail_changed_files,feature_initial_detail_additions,feature_initial_detail_deletions,feature_initial_detail_churn,feature_initial_detail_added_files,feature_initial_detail_modified_files,feature_initial_detail_removed_files,feature_initial_detail_test_files,outcome_commit_detail_changed_files,outcome_commit_detail_additions,outcome_commit_detail_deletions,outcome_commit_detail_churn,outcome_followup_detail_changed_files,outcome_followup_detail_additions,outcome_followup_detail_deletions,outcome_followup_detail_churn,outcome_followup_detail_test_files,outcome_review_count,outcome_request_changes_count,outcome_human_review_count,outcome_inline_review_comment_count,outcome_issue_comment_count,outcome_commit_count,outcome_followup_commit_count,outcome_commit_detail_rows,outcome_timeline_event_count,outcome_related_issue_count,outcome_merged,outcome_resolution_hours,outcome_downstream_workload_raw,outcome_downstream_workload_log
3212961701,1009254201,113,https://github.com/ruvnet/ruv-FANN/pull/113,Claude_Code,2025-07-08 15:26:38+00:00,2025-07-08 15:27:58+00:00,,66.0,2046.0,0.0,0.0,1.0,4.0,29.0,1.0,0.0,0.0,0.0,30.0,205.0,Rust,fix,10.0,4.0,29.0,1.0,30.0,1.0,2.0,1.0,1.0,121.0,20716.0,1304.0,22020.0,119.0,20687.0,1303.0,21990.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,123.0,4.0,0.0,0.0,0.022222222222222223,1.0,0.6931471805599453
3214555104,136202695,16658,https://github.com/mlflow/mlflow/pull/16658,Claude_Code,2025-07-09 05:35:26+00:00,2025-07-11 05:13:35+00:00,2025-07-11 05:13:35+00:00,47.0,4869.0,0.0,1.0,1.0,3.0,620.0,0.0,0.0,0.0,0.0,620.0,21402.0,Python,feat,9.0,3.0,620.0,0.0,620.0,2.0,1.0,0.0,1.0,3.0,620.0,0.0,620.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,8.0,7.0,3.0,1.0,0.0,3.0,30.0,0.0,1.0,47.63583333333333,18.0,2.9444389791664403
3214724259,826170402,5489,https://github.com/elizaOS/eliza/pull/5489,Claude_Code,2025-07-09 06:43:46+00:00,2025-07-09 06:44:02+00:00,2025-07-09 06:44:01+00:00,54.0,1613.0,1.0,1.0,1.0,1.0,182.0,35.0,0.0,0.0,0.0,217.0,16507.0,TypeScript,feat,10.0,1.0,182.0,35.0,217.0,0.0,1.0,0.0,0.0,6.0,1013.0,340.0,1353.0,6.0,831.0,305.0,1136.0,2.0,1.0,0.0,0.0,0.0,2.0,4.0,3.0,9.0,12.0,0.0,1.0,0.0044444444444444444,6.0,1.9459101490553132
3214782537,7913195,1538,https://github.com/onetimesecret/onetimesecret/pull/1538,Claude_Code,2025-07-09 07:05:44+00:00,2025-07-17 18:34:41+00:00,2025-07-17 18:34:41+00:00,81.0,52264.0,0.0,1.0,1.0,3.0,26.0,5.0,0.0,0.0,0.0,31.0,2447.0,Ruby,refactor,10.0,3.0,26.0,5.0,31.0,0.0,3.0,0.0,0.0,64.0,1725.0,1103.0,2828.0,64.0,1699.0,1098.0,2797.0,7.0,3.0,0.0,0.0,7.0,9.0,30.0,29.0,107.0,30.0,1.0,1.0,203.4825,48.0,3.8918202981106265
3214876564,826170402,5490,https://github.com/elizaOS/eliza/pull/5490,Claude_Code,2025-07-09 07:39:31+00:00,2025-07-09 08:35:49+00:00,2025-07-09 08:35:49+00:00,54.0,4474.0,0.0,1.0,1.0,4.0,219.0,26.0,0.0,0.0,0.0,245.0,16507.0,TypeScript,fix,10.0,4.0,219.0,26.0,245.0,1.0,3.0,0.0,1.0,5.0,331.0,52.0,383.0,3.0,112.0,26.0,138.0,2.0,5.0,0.0,0.0,7.0,15.0,7.0,6.0,11.0,30.0,0.0,1.0,0.9383333333333334,33.0,3.5263605246161616
3215730319,65600975,157910,https://github.com/pytorch/pytorch/pull/157910,Claude_Code,2025-07-09 12:13:49+00:00,,,65.0,2483.0,0.0,0.0,1.0,2.0,190.0,4.0,0.0,0.0,0.0,194.0,91911.0,Python,fix,10.0,2.0,190.0,4.0,194.0,0.0,2.0,0.0,1.0,3.0,260.0,25.0,285.0,3.0,70.0,21.0,91.0,2.0,14.0,0.0,13.0,15.0,15.0,4.0,3.0,6.0,30.0,0.0,0.0,,47.0,3.871201010907891
3215868710,839216423,2454,https://github.com/liam-hq/liam/pull/2454,Claude_Code,2025-07-09 12:58:34+00:00,2025-07-10 02:27:04+00:00,2025-07-10 02:27:03+00:00,59.0,1537.0,0.0,0.0,1.0,1.0,41.0,0.0,0.0,0.0,0.0,41.0,4194.0,TypeScript,feat,10.0,1.0,41.0,0.0,41.0,1.0,0.0,0.0,0.0,1.0,48.0,0.0,48.0,1.0,7.0,0.0,7.0,0.0,3.0,0.0,1.0,2.0,6.0,2.0,1.0,2.0,30.0,0.0,1.0,13.475,12.0,2.5649493574615367
3216678691,645692075,3584,https://github.com/anyproto/anytype-swift/pull/3584,Claude_Code,2025-07-09 17:40:20+00:00,2025-07-10 08:37:29+00:00,2025-07-10 08:37:29+00:00,61.0,548.0,0.0,0.0,0.0,1.0,32.0,0.0,0.0,0.0,0.0,32.0,389.0,Swift,docs,9.0,1.0,32.0,0.0,32.0,0.0,1.0,0.0,0.0,1.0,32.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,7.0,0.0,1.0,14.9525,1.0,0.6931471805599453
3216706697,3729629,32609,https://github.com/dotCMS/core/pull/32609,Claude_Code,2025-07-09 17:50:59+00:00,2025-07-14 15:38:38+00:00,2025-07-14 15:38:38+00:00,61.0,2481.0,0.0,1.0,0.0,7.0,2132.0,0.0,0.0,0.0,0.0,2132.0,912.0,Java,feat,10.0,7.0,2132.0,0.0,2132.0,7.0,0.0,0.0,1.0,61.0,5960.0,850.0,6810.0,58.0,3828.0,850.0,4678.0,11.0,7.0,1.0,7.0,11.0,2.0,4.0,3.0,66.0,25.0,0.0,1.0,117.79416666666667,24.0,3.2188758248682006
3216793862,102167897,467,https://github.com/openemr/openemr-devops/pull/467,Claude_Code,2025-07-09 18:32:11+00:00,2025-07-16 17:20:46+00:00,2025-07-16 17:20:46+00:00,49.0,1573.0,0.0,0.0,0.0,5.0,163.0,90.0,0.0,0.0,0.0,253.0,101.0,Shell,fix,10.0,5.0,163.0,90.0,253.0,0.0,5.0,0.0,0.0,5.0,163.0,90.0,253.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,5.0,9.0,0.0,1.0,166.80972222222223,3.0,1.3862943611198906
3164503419,1002552148,40,https://github.com/amantus-ai/vibetunnel/pull/40,Claude_Code,2025-06-20 22:47:18+00:00,2025-06-21 11:51:22+00:00,,80.0,4533.0,0.0,1.0,1.0,11.0,1402.0,136.0,0.0,0.0,0.0,1538.0,1691.0,TypeScript,fix,10.0,11.0,1402.0,136.0,1538.0,2.0,9.0,0.0,0.0,12.0,1445.0,140.0,1585.0,1.0,43.0,4.0,47.0,0.0,2.0,0.0,0.0,6.0,5.0,2.0,1.0,12.0,11.0,0.0,0.0,13.067777777777778,14.0,2.70805020110221
3164567685,715683924,1008,https://github.com/OpenAgentsInc/openagents/pull/1008,Claude_Code,2025-06-20 23:58:26+00:00,2025-06-21 00:01:28+00:00,2025-06-21 00:01:28+00:00,87.0,1704.0,0.0,1.0,1.0,11.0,847.0,369.0,0.0,0.0,0.0,1216.0,261.0,TypeScript,fix,10.0,11.0,847.0,369.0,1216.0,1.0,10.0,0.0,0.0,11.0,853.0,370.0,1223.0,1.0,6.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,12.0,5.0,1.0,1.0,0.050555555555555555,1.0,0.6931471805599453
3164736230,715683924,1017,https://github.com/OpenAgentsInc/openagents/pull/1017,Claude_Code,2025-06-21 04:11:13+00:00,2025-06-21 04:23:01+00:00,2025-06-21 04:23:01+00:00,58.0,2911.0,0.0,1.0,1.0,3.0,797.0,1.0,0.0,0.0,0.0,798.0,261.0,TypeScript,feat,10.0,3.0,797.0,1.0,798.0,2.0,1.0,0.0,1.0,3.0,851.0,66.0,917.0,1.0,54.0,65.0,119.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,4.0,5.0,0.0,1.0,0.19666666666666666,1.0,0.6931471805599453
3165023078,243459320,100,https://github.com/jefago/tiny-markdown-editor/pull/100,Claude_Code,2025-06-21 11:39:26+00:00,2025-06-23 14:18:25+00:00,2025-06-23 14:18:25+00:00,21.0,538.0,0.0,1.0,0.0,1.0,64.0,0.0,0.0,0.0,0.0,64.0,158.0,TypeScript,refactor,9.0,1.0,64.0,0.0,64.0,1.0,0.0,0.0,0.0,18.0,3686.0,2928.0,6614.0,17.0,3622.0,2928.0,6550.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,18.0,6.0,0.0,1.0,50.64972222222222,2.0,1.0986122886681098
3165060364,715683924,1021,https://github.com/OpenAgentsInc/openagents/pull/1021,Claude_Code,2025-06-21 12:39:38+00:00,2025-06-21 12:53:43+00:00,2025-06-21 12:53:43+00:00,66.0,1362.0,0.0,1.0,1.0,17.0,4192.0,1.0,0.0,0.0,0.0,4193.0,261.0,TypeScript,feat,10.0,17.0,4192.0,1.0,4193.0,16.0,1.0,0.0,2.0,36.0,8940.0,39.0,8979.0,19.0,4748.0,38.0,4786.0,6.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,40.0,7.0,0.0,1.0,0.23472222222222222,3.0,1.3862943611198906
3165146820,715683924,1022,https://github.com/OpenAgentsInc/openagents/pull/1022,Claude_Code,2025-06-21 14:51:42+00:00,2025-06-21 14:52:03+00:00,2025-06-21 14:52:03+00:00,64.0,2162.0,0.0,1.0,1.0,3.0,1043.0,21.0,0.0,0.0,0.0,1064.0,261.0,TypeScript,docs,10.0,3.0,1043.0,21.0,1064.0,2.0,1.0,0.0,0.0,3.0,1043.0,21.0,1064.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,4.0,0.0,1.0,0.005833333333333334,0.0,0.0
3165176791,601303277,1664,https://github.com/quarylabs/sqruff/pull/1664,Claude_Code,2025-06-21 15:36:30+00:00,2025-06-23 17:22:47+00:00,2025-06-23 17:22:47+00:00,31.0,2575.0,0.0,1.0,1.0,48.0,2955.0,0.0,0.0,0.0,0.0,2955.0,979.0,Rust,feat,10.0,48.0,2955.0,0.0,2955.0,42.0,6.0,0.0,41.0,91.0,10781.0,6302.0,17083.0,70.0,7826.0,6302.0,14128.0,37.0,0.0,0.0,0.0,0.0,10.0,30.0,29.0,255.0,30.0,1.0,1.0,49.771388888888886,39.0,3.6888794541139363
3165407647,842589907,52,https://github.com/FinAegis/core-banking-prototype-laravel/pull/52,Claude_Code,2025-06-21 20:39:24+00:00,2025-06-21 21:47:07+00:00,2025-06-21 21:47:07+00:00,49.0,1907.0,0.0,1.0,0.0,12.0,2903.0,85.0,0.0,0.0,0.0,2988.0,116.0,PHP,feat,10.0,12.0,2903.0,85.0,2988.0,10.0,2.0,0.0,0.0,13.0,2971.0,144.0,3115.0,2.0,68.0,59.0,127.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,17.0,9.0,0.0,1.0,1.128611111111111,5.0,1.791759469228055
3165431934,715683924,1028,https://github.com/OpenAgentsInc/openagents/pull/1028,Claude_Code,2025-06-21 21:09:49+00:00,2025-06-21 21:11:43+00:00,2025-06-21 21:11:43+00:00,66.0,1629.0,0.0,0.0,1.0,2.0,19.0,4.0,0.0,0.0,0.0,23.0,261.0,TypeScript,feat,10.0,2.0,19.0,4.0,23.0,1.0,1.0,0.0,0.0,11.0,301.0,115.0,416.0,10.0,282.0,111.0,393.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,15.0,9.0,1.0,1.0,0.03166666666666667,5.0,1.791759469228055
3165440543,715683924,1030,https://github.com/OpenAgentsInc/openagents/pull/1030,Claude_Code,2025-06-21 21:22:44+00:00,2025-06-21 22:53:43+00:00,,70.0,1083.0,0.0,1.0,1.0,2.0,19.0,4.0,0.0,0.0,0.0,23.0,261.0,TypeScript,fix,10.0,2.0,19.0,4.0,23.0,1.0,1.0,0.0,0.0,12.0,301.0,116.0,417.0,11.0,282.0,112.0,394.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,6.0,16.0,9.0,1.0,0.0,1.5163888888888888,6.0,1.9459101490553132
3165441855,715683924,1031,https://github.com/OpenAgentsInc/openagents/pull/1031,Claude_Code,2025-06-21 21:25:18+00:00,2025-06-21 22:53:43+00:00,2025-06-21 22:53:43+00:00,69.0,863.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,261.0,TypeScript,fix,10.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,1.0,1.0,1.4736111111111112,0.0,0.0
3165503646,715683924,1033,https://github.com/OpenAgentsInc/openagents/pull/1033,Claude_Code,2025-06-21 23:31:28+00:00,2025-06-21 23:33:47+00:00,2025-06-21 23:33:46+00:00,55.0,1915.0,0.0,1.0,1.0,1.0,250.0,42.0,0.0,0.0,0.0,292.0,261.0,TypeScript,fix,10.0,1.0,250.0,42.0,292.0,0.0,1.0,0.0,0.0,1.0,250.0,42.0,292.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,1.0,1.0,0.03861111111111111,0.0,0.0
3271660213,135783988,81,https://github.com/wataru-maeda/react-native-boilerplate/pull/81,Claude_Code,2025-07-29 01:30:22+00:00,2025-07-29 02:08:57+00:00,2025-07-29 02:08:57+00:00,65.0,1608.0,0.0,1.0,0.0,5.0,2299.0,4194.0,0.0,0.0,0.0,6493.0,384.0,TypeScript,feat,10.0,5.0,2299.0,4194.0,6493.0,2.0,3.0,0.0,0.0,27.0,6612.0,6136.0,12748.0,26.0,4313.0,1942.0,6255.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,11.0,42.0,16.0,0.0,1.0,0.6430555555555556,11.0,2.4849066497880004
3271740125,135783988,82,https://github.com/wataru-maeda/react-native-boilerplate/pull/82,Claude_Code,2025-07-29 02:29:12+00:00,2025-07-29 02:29:33+00:00,2025-07-29 02:29:33+00:00,73.0,1838.0,0.0,1.0,0.0,1.0,53.0,52.0,0.0,0.0,0.0,105.0,384.0,TypeScript,docs,10.0,1.0,53.0,52.0,105.0,0.0,1.0,0.0,0.0,1.0,96.0,67.0,163.0,1.0,43.0,15.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,6.0,0.0,1.0,0.005833333333333334,2.0,1.0986122886681098
3271748860,386644013,1727,https://github.com/freenet/freenet-core/pull/1727,Claude_Code,2025-07-29 02:33:02+00:00,2025-07-29 23:22:04+00:00,2025-07-29 23:22:04+00:00,70.0,1262.0,0.0,1.0,1.0,2.0,110.0,13.0,0.0,0.0,0.0,123.0,2391.0,Rust,fix,10.0,2.0,110.0,13.0,123.0,0.0,2.0,0.0,0.0,5.0,360.0,75.0,435.0,5.0,250.0,62.0,312.0,1.0,5.0,0.0,5.0,5.0,4.0,7.0,6.0,9.0,23.0,0.0,1.0,20.817222222222224,20.0,3.044522437723423
3271943252,220517730,4158,https://github.com/quay/quay/pull/4158,Claude_Code,2025-07-29 04:05:39+00:00,,,81.0,469.0,0.0,0.0,0.0,22.0,1744.0,49.0,0.0,0.0,0.0,1793.0,2651.0,Python,fix,10.0,22.0,1744.0,49.0,1793.0,2.0,20.0,0.0,1.0,22.0,1745.0,49.0,1794.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,23.0,3.0,0.0,0.0,,1.0,0.6931471805599453
3271988317,715683924,1264,https://github.com/OpenAgentsInc/openagents/pull/1264,Claude_Code,2025-07-29 04:20:34+00:00,2025-07-29 04:39:44+00:00,2025-07-29 04:39:44+00:00,83.0,4859.0,0.0,0.0,1.0,18.0,3208.0,492.0,0.0,0.0,0.0,3700.0,261.0,TypeScript,feat,10.0,18.0,3208.0,492.0,3700.0,11.0,6.0,1.0,3.0,76.0,12723.0,2156.0,14879.0,70.0,9515.0,1664.0,11179.0,3.0,1.0,0.0,0.0,4.0,3.0,21.0,20.0,145.0,30.0,0.0,1.0,0.3194444444444444,28.0,3.367295829986474
3272275087,1019432584,114,https://github.com/Wei-Shaw/claude-relay-service/pull/114,Claude_Code,2025-07-29 06:22:16+00:00,2025-07-29 08:19:53+00:00,,63.0,1698.0,0.0,0.0,1.0,6.0,486.0,157.0,0.0,0.0,0.0,643.0,1000.0,JavaScript,feat,10.0,6.0,486.0,157.0,643.0,0.0,6.0,0.0,0.0,6.0,486.0,157.0,643.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,6.0,6.0,0.0,0.0,1.9602777777777778,1.0,0.6931471805599453
